task,activities_std,epa_normalized_variant_entropy,eventropy_trace,mean_variant_occurrence,ratio_variants_per_number_of_traces,start_activities_median,trace_len_coefficient_variation
task_1240,12982.06,0.9,0.0,1.0,1.0,150370.0,0.0
task_1241,12982.06,0.9,0.0,1.0,1.0,150370.0,0.68
task_1242,12982.06,0.9,0.0,1.0,1.0,150370.0,4.74
task_1243,12982.06,0.9,0.0,838.6,0.0,1.0,0.0
task_1244,12982.06,0.9,0.0,838.6,0.0,1.0,0.68
task_1245,12982.06,0.9,0.0,838.6,0.0,1.0,4.74
task_1246,12982.06,0.9,0.0,838.6,0.0,7975.71,0.0
task_1247,12982.06,0.9,0.0,838.6,0.0,7975.71,0.68
task_1248,12982.06,0.9,0.0,838.6,0.0,7975.71,4.74
task_1249,12982.06,0.9,0.0,838.6,0.0,150370.0,0.0
task_1250,12982.06,0.9,0.0,838.6,0.0,150370.0,0.68
task_1251,12982.06,0.9,0.0,838.6,0.0,150370.0,4.74
task_1252,12982.06,0.9,0.0,838.6,0.47,1.0,0.0
task_1253,12982.06,0.9,0.0,838.6,0.47,1.0,0.68
task_1254,12982.06,0.9,0.0,838.6,0.47,1.0,4.74
task_1255,12982.06,0.9,0.0,838.6,0.47,7975.71,0.0
task_1256,12982.06,0.9,0.0,838.6,0.47,7975.71,0.68
task_1257,12982.06,0.9,0.0,838.6,0.47,7975.71,4.74
task_1258,12982.06,0.9,0.0,838.6,0.47,150370.0,0.0
task_1259,12982.06,0.9,0.0,838.6,0.47,150370.0,0.68
task_1260,12982.06,0.9,0.0,838.6,0.47,150370.0,4.74
task_1261,12982.06,0.9,0.0,838.6,1.0,1.0,0.0
task_1262,12982.06,0.9,0.0,838.6,1.0,1.0,0.68
task_1263,12982.06,0.9,0.0,838.6,1.0,1.0,4.74
task_1264,12982.06,0.9,0.0,838.6,1.0,7975.71,0.0
task_1265,12982.06,0.9,0.0,838.6,1.0,7975.71,0.68
task_1266,12982.06,0.9,0.0,838.6,1.0,7975.71,4.74
task_1267,12982.06,0.9,0.0,838.6,1.0,150370.0,0.0
task_1268,12982.06,0.9,0.0,838.6,1.0,150370.0,0.68
task_1269,12982.06,0.9,0.0,838.6,1.0,150370.0,4.74
task_1270,12982.06,0.9,0.0,24500.67,0.0,1.0,0.0
task_1271,12982.06,0.9,0.0,24500.67,0.0,1.0,0.68
task_1272,12982.06,0.9,0.0,24500.67,0.0,1.0,4.74
task_1273,12982.06,0.9,0.0,24500.67,0.0,7975.71,0.0
task_1274,12982.06,0.9,0.0,24500.67,0.0,7975.71,0.68
task_1275,12982.06,0.9,0.0,24500.67,0.0,7975.71,4.74
task_1276,12982.06,0.9,0.0,24500.67,0.0,150370.0,0.0
task_1277,12982.06,0.9,0.0,24500.67,0.0,150370.0,0.68
task_1278,12982.06,0.9,0.0,24500.67,0.0,150370.0,4.74
task_1279,12982.06,0.9,0.0,24500.67,0.47,1.0,0.0
task_1280,12982.06,0.9,0.0,24500.67,0.47,1.0,0.68
task_1281,12982.06,0.9,0.0,24500.67,0.47,1.0,4.74
task_1282,12982.06,0.9,0.0,24500.67,0.47,7975.71,0.0
task_1283,12982.06,0.9,0.0,24500.67,0.47,7975.71,0.68
task_1284,12982.06,0.9,0.0,24500.67,0.47,7975.71,4.74
task_1285,12982.06,0.9,0.0,24500.67,0.47,150370.0,0.0
task_1286,12982.06,0.9,0.0,24500.67,0.47,150370.0,0.68
task_1287,12982.06,0.9,0.0,24500.67,0.47,150370.0,4.74
task_1288,12982.06,0.9,0.0,24500.67,1.0,1.0,0.0
task_1289,12982.06,0.9,0.0,24500.67,1.0,1.0,0.68
task_1290,12982.06,0.9,0.0,24500.67,1.0,1.0,4.74
task_1291,12982.06,0.9,0.0,24500.67,1.0,7975.71,0.0
task_1292,12982.06,0.9,0.0,24500.67,1.0,7975.71,0.68
task_1293,12982.06,0.9,0.0,24500.67,1.0,7975.71,4.74
task_1294,12982.06,0.9,0.0,24500.67,1.0,150370.0,0.0
task_1295,12982.06,0.9,0.0,24500.67,1.0,150370.0,0.68
task_1296,12982.06,0.9,0.0,24500.67,1.0,150370.0,4.74
task_1297,12982.06,0.9,6.24,1.0,0.0,1.0,0.0
task_1298,12982.06,0.9,6.24,1.0,0.0,1.0,0.68
task_1299,12982.06,0.9,6.24,1.0,0.0,1.0,4.74
task_1300,12982.06,0.9,6.24,1.0,0.0,7975.71,0.0
task_1301,12982.06,0.9,6.24,1.0,0.0,7975.71,0.68
task_1302,12982.06,0.9,6.24,1.0,0.0,7975.71,4.74
task_1303,12982.06,0.9,6.24,1.0,0.0,150370.0,0.0
task_1304,12982.06,0.9,6.24,1.0,0.0,150370.0,0.68
task_1305,12982.06,0.9,6.24,1.0,0.0,150370.0,4.74
task_1306,12982.06,0.9,6.24,1.0,0.47,1.0,0.0
task_1307,12982.06,0.9,6.24,1.0,0.47,1.0,0.68
task_1308,12982.06,0.9,6.24,1.0,0.47,1.0,4.74
task_1309,12982.06,0.9,6.24,1.0,0.47,7975.71,0.0
task_1310,12982.06,0.9,6.24,1.0,0.47,7975.71,0.68
task_1311,12982.06,0.9,6.24,1.0,0.47,7975.71,4.74
task_1312,12982.06,0.9,6.24,1.0,0.47,150370.0,0.0
task_1313,12982.06,0.9,6.24,1.0,0.47,150370.0,0.68
task_1314,12982.06,0.9,6.24,1.0,0.47,150370.0,4.74
task_1315,12982.06,0.9,6.24,1.0,1.0,1.0,0.0
task_1316,12982.06,0.9,6.24,1.0,1.0,1.0,0.68
task_1317,12982.06,0.9,6.24,1.0,1.0,1.0,4.74
task_1318,12982.06,0.9,6.24,1.0,1.0,7975.71,0.0
task_1319,12982.06,0.9,6.24,1.0,1.0,7975.71,0.68
task_1320,12982.06,0.9,6.24,1.0,1.0,7975.71,4.74
task_1321,12982.06,0.9,6.24,1.0,1.0,150370.0,0.0
task_1322,12982.06,0.9,6.24,1.0,1.0,150370.0,0.68
task_1323,12982.06,0.9,6.24,1.0,1.0,150370.0,4.74
task_1324,12982.06,0.9,6.24,838.6,0.0,1.0,0.0
task_1325,12982.06,0.9,6.24,838.6,0.0,1.0,0.68
task_1326,12982.06,0.9,6.24,838.6,0.0,1.0,4.74
task_1327,12982.06,0.9,6.24,838.6,0.0,7975.71,0.0
task_1328,12982.06,0.9,6.24,838.6,0.0,7975.71,0.68
task_1329,12982.06,0.9,6.24,838.6,0.0,7975.71,4.74
task_1330,12982.06,0.9,6.24,838.6,0.0,150370.0,0.0
task_1331,12982.06,0.9,6.24,838.6,0.0,150370.0,0.68
task_1332,12982.06,0.9,6.24,838.6,0.0,150370.0,4.74
task_1333,12982.06,0.9,6.24,838.6,0.47,1.0,0.0
task_1334,12982.06,0.9,6.24,838.6,0.47,1.0,0.68
task_1335,12982.06,0.9,6.24,838.6,0.47,1.0,4.74
task_1336,12982.06,0.9,6.24,838.6,0.47,7975.71,0.0
task_1337,12982.06,0.9,6.24,838.6,0.47,7975.71,0.68
task_1338,12982.06,0.9,6.24,838.6,0.47,7975.71,4.74
task_1339,12982.06,0.9,6.24,838.6,0.47,150370.0,0.0
task_1340,12982.06,0.9,6.24,838.6,0.47,150370.0,0.68
task_1341,12982.06,0.9,6.24,838.6,0.47,150370.0,4.74
task_1342,12982.06,0.9,6.24,838.6,1.0,1.0,0.0
task_1343,12982.06,0.9,6.24,838.6,1.0,1.0,0.68
task_1344,12982.06,0.9,6.24,838.6,1.0,1.0,4.74
task_1345,12982.06,0.9,6.24,838.6,1.0,7975.71,0.0
task_1346,12982.06,0.9,6.24,838.6,1.0,7975.71,0.68
task_1347,12982.06,0.9,6.24,838.6,1.0,7975.71,4.74
task_1348,12982.06,0.9,6.24,838.6,1.0,150370.0,0.0
task_1349,12982.06,0.9,6.24,838.6,1.0,150370.0,0.68
task_1350,12982.06,0.9,6.24,838.6,1.0,150370.0,4.74
task_1351,12982.06,0.9,6.24,24500.67,0.0,1.0,0.0
task_1352,12982.06,0.9,6.24,24500.67,0.0,1.0,0.68
task_1353,12982.06,0.9,6.24,24500.67,0.0,1.0,4.74
task_1354,12982.06,0.9,6.24,24500.67,0.0,7975.71,0.0
task_1355,12982.06,0.9,6.24,24500.67,0.0,7975.71,0.68
task_1356,12982.06,0.9,6.24,24500.67,0.0,7975.71,4.74
task_1357,12982.06,0.9,6.24,24500.67,0.0,150370.0,0.0
task_1358,12982.06,0.9,6.24,24500.67,0.0,150370.0,0.68
task_1359,12982.06,0.9,6.24,24500.67,0.0,150370.0,4.74
task_1360,12982.06,0.9,6.24,24500.67,0.47,1.0,0.0
task_1361,12982.06,0.9,6.24,24500.67,0.47,1.0,0.68
task_1362,12982.06,0.9,6.24,24500.67,0.47,1.0,4.74
task_1363,12982.06,0.9,6.24,24500.67,0.47,7975.71,0.0
task_1364,12982.06,0.9,6.24,24500.67,0.47,7975.71,0.68
task_1365,12982.06,0.9,6.24,24500.67,0.47,7975.71,4.74
task_1366,12982.06,0.9,6.24,24500.67,0.47,150370.0,0.0
task_1367,12982.06,0.9,6.24,24500.67,0.47,150370.0,0.68
task_1368,12982.06,0.9,6.24,24500.67,0.47,150370.0,4.74
task_1369,12982.06,0.9,6.24,24500.67,1.0,1.0,0.0
task_1370,12982.06,0.9,6.24,24500.67,1.0,1.0,0.68
task_1371,12982.06,0.9,6.24,24500.67,1.0,1.0,4.74
task_1372,12982.06,0.9,6.24,24500.67,1.0,7975.71,0.0
task_1373,12982.06,0.9,6.24,24500.67,1.0,7975.71,0.68
task_1374,12982.06,0.9,6.24,24500.67,1.0,7975.71,4.74
task_1375,12982.06,0.9,6.24,24500.67,1.0,150370.0,0.0
task_1376,12982.06,0.9,6.24,24500.67,1.0,150370.0,0.68
task_1377,12982.06,0.9,6.24,24500.67,1.0,150370.0,4.74
task_1378,12982.06,0.9,13.36,1.0,0.0,1.0,0.0
task_1379,12982.06,0.9,13.36,1.0,0.0,1.0,0.68
task_1380,12982.06,0.9,13.36,1.0,0.0,1.0,4.74
task_1381,12982.06,0.9,13.36,1.0,0.0,7975.71,0.0
task_1382,12982.06,0.9,13.36,1.0,0.0,7975.71,0.68
task_1383,12982.06,0.9,13.36,1.0,0.0,7975.71,4.74
task_1384,12982.06,0.9,13.36,1.0,0.0,150370.0,0.0
task_1385,12982.06,0.9,13.36,1.0,0.0,150370.0,0.68
task_1386,12982.06,0.9,13.36,1.0,0.0,150370.0,4.74
task_1387,12982.06,0.9,13.36,1.0,0.47,1.0,0.0
task_1388,12982.06,0.9,13.36,1.0,0.47,1.0,0.68
task_1389,12982.06,0.9,13.36,1.0,0.47,1.0,4.74
task_1390,12982.06,0.9,13.36,1.0,0.47,7975.71,0.0
task_1391,12982.06,0.9,13.36,1.0,0.47,7975.71,0.68
task_1392,12982.06,0.9,13.36,1.0,0.47,7975.71,4.74
task_1393,12982.06,0.9,13.36,1.0,0.47,150370.0,0.0
task_1394,12982.06,0.9,13.36,1.0,0.47,150370.0,0.68
task_1395,12982.06,0.9,13.36,1.0,0.47,150370.0,4.74
task_1396,12982.06,0.9,13.36,1.0,1.0,1.0,0.0
task_1397,12982.06,0.9,13.36,1.0,1.0,1.0,0.68
task_1398,12982.06,0.9,13.36,1.0,1.0,1.0,4.74
task_1399,12982.06,0.9,13.36,1.0,1.0,7975.71,0.0
task_1400,12982.06,0.9,13.36,1.0,1.0,7975.71,0.68
task_1401,12982.06,0.9,13.36,1.0,1.0,7975.71,4.74
task_1402,12982.06,0.9,13.36,1.0,1.0,150370.0,0.0
task_1403,12982.06,0.9,13.36,1.0,1.0,150370.0,0.68
task_1404,12982.06,0.9,13.36,1.0,1.0,150370.0,4.74
task_1405,12982.06,0.9,13.36,838.6,0.0,1.0,0.0
task_1406,12982.06,0.9,13.36,838.6,0.0,1.0,0.68
task_1407,12982.06,0.9,13.36,838.6,0.0,1.0,4.74
task_1408,12982.06,0.9,13.36,838.6,0.0,7975.71,0.0
task_1409,12982.06,0.9,13.36,838.6,0.0,7975.71,0.68
task_1410,12982.06,0.9,13.36,838.6,0.0,7975.71,4.74
task_1411,12982.06,0.9,13.36,838.6,0.0,150370.0,0.0
task_1412,12982.06,0.9,13.36,838.6,0.0,150370.0,0.68
task_1413,12982.06,0.9,13.36,838.6,0.0,150370.0,4.74
task_1414,12982.06,0.9,13.36,838.6,0.47,1.0,0.0
task_1415,12982.06,0.9,13.36,838.6,0.47,1.0,0.68
task_1416,12982.06,0.9,13.36,838.6,0.47,1.0,4.74
task_1417,12982.06,0.9,13.36,838.6,0.47,7975.71,0.0
task_1418,12982.06,0.9,13.36,838.6,0.47,7975.71,0.68
task_1419,12982.06,0.9,13.36,838.6,0.47,7975.71,4.74
task_1420,12982.06,0.9,13.36,838.6,0.47,150370.0,0.0
task_1421,12982.06,0.9,13.36,838.6,0.47,150370.0,0.68
task_1422,12982.06,0.9,13.36,838.6,0.47,150370.0,4.74
task_1423,12982.06,0.9,13.36,838.6,1.0,1.0,0.0
task_1424,12982.06,0.9,13.36,838.6,1.0,1.0,0.68
task_1425,12982.06,0.9,13.36,838.6,1.0,1.0,4.74
task_1426,12982.06,0.9,13.36,838.6,1.0,7975.71,0.0
task_1427,12982.06,0.9,13.36,838.6,1.0,7975.71,0.68
task_1428,12982.06,0.9,13.36,838.6,1.0,7975.71,4.74
task_1429,12982.06,0.9,13.36,838.6,1.0,150370.0,0.0
task_1430,12982.06,0.9,13.36,838.6,1.0,150370.0,0.68
task_1431,12982.06,0.9,13.36,838.6,1.0,150370.0,4.74
task_1432,12982.06,0.9,13.36,24500.67,0.0,1.0,0.0
task_1433,12982.06,0.9,13.36,24500.67,0.0,1.0,0.68
task_1434,12982.06,0.9,13.36,24500.67,0.0,1.0,4.74
task_1435,12982.06,0.9,13.36,24500.67,0.0,7975.71,0.0
task_1436,12982.06,0.9,13.36,24500.67,0.0,7975.71,0.68
task_1437,12982.06,0.9,13.36,24500.67,0.0,7975.71,4.74
task_1438,12982.06,0.9,13.36,24500.67,0.0,150370.0,0.0
task_1439,12982.06,0.9,13.36,24500.67,0.0,150370.0,0.68
task_1440,12982.06,0.9,13.36,24500.67,0.0,150370.0,4.74
task_1441,12982.06,0.9,13.36,24500.67,0.47,1.0,0.0
task_1442,12982.06,0.9,13.36,24500.67,0.47,1.0,0.68
task_1443,12982.06,0.9,13.36,24500.67,0.47,1.0,4.74
task_1444,12982.06,0.9,13.36,24500.67,0.47,7975.71,0.0
task_1445,12982.06,0.9,13.36,24500.67,0.47,7975.71,0.68
task_1446,12982.06,0.9,13.36,24500.67,0.47,7975.71,4.74
task_1447,12982.06,0.9,13.36,24500.67,0.47,150370.0,0.0
task_1448,12982.06,0.9,13.36,24500.67,0.47,150370.0,0.68
task_1449,12982.06,0.9,13.36,24500.67,0.47,150370.0,4.74
task_1450,12982.06,0.9,13.36,24500.67,1.0,1.0,0.0
task_1451,12982.06,0.9,13.36,24500.67,1.0,1.0,0.68
task_1452,12982.06,0.9,13.36,24500.67,1.0,1.0,4.74
task_1453,12982.06,0.9,13.36,24500.67,1.0,7975.71,0.0
task_1454,12982.06,0.9,13.36,24500.67,1.0,7975.71,0.68
task_1455,12982.06,0.9,13.36,24500.67,1.0,7975.71,4.74
task_1456,12982.06,0.9,13.36,24500.67,1.0,150370.0,0.0
task_1457,12982.06,0.9,13.36,24500.67,1.0,150370.0,0.68
task_1458,12982.06,0.9,13.36,24500.67,1.0,150370.0,4.74
task_1459,120522.25,0.0,0.0,1.0,0.0,1.0,0.0
task_1460,120522.25,0.0,0.0,1.0,0.0,1.0,0.68
task_1461,120522.25,0.0,0.0,1.0,0.0,1.0,4.74
task_1462,120522.25,0.0,0.0,1.0,0.0,7975.71,0.0
task_1463,120522.25,0.0,0.0,1.0,0.0,7975.71,0.68
task_1464,120522.25,0.0,0.0,1.0,0.0,7975.71,4.74
task_1465,120522.25,0.0,0.0,1.0,0.0,150370.0,0.0
task_1466,120522.25,0.0,0.0,1.0,0.0,150370.0,0.68
task_1467,120522.25,0.0,0.0,1.0,0.0,150370.0,4.74
task_1468,120522.25,0.0,0.0,1.0,0.47,1.0,0.0
task_1469,120522.25,0.0,0.0,1.0,0.47,1.0,0.68
task_1470,120522.25,0.0,0.0,1.0,0.47,1.0,4.74
task_1471,120522.25,0.0,0.0,1.0,0.47,7975.71,0.0
task_1472,120522.25,0.0,0.0,1.0,0.47,7975.71,0.68
task_1473,120522.25,0.0,0.0,1.0,0.47,7975.71,4.74
task_1474,120522.25,0.0,0.0,1.0,0.47,150370.0,0.0
task_1475,120522.25,0.0,0.0,1.0,0.47,150370.0,0.68
task_1476,120522.25,0.0,0.0,1.0,0.47,150370.0,4.74
task_1477,120522.25,0.0,0.0,1.0,1.0,1.0,0.0
task_1478,120522.25,0.0,0.0,1.0,1.0,1.0,0.68
task_1479,120522.25,0.0,0.0,1.0,1.0,1.0,4.74
task_1480,120522.25,0.0,0.0,1.0,1.0,7975.71,0.0
task_1481,120522.25,0.0,0.0,1.0,1.0,7975.71,0.68
task_1482,120522.25,0.0,0.0,1.0,1.0,7975.71,4.74
task_1483,120522.25,0.0,0.0,1.0,1.0,150370.0,0.0
task_1484,120522.25,0.0,0.0,1.0,1.0,150370.0,0.68
task_1485,120522.25,0.0,0.0,1.0,1.0,150370.0,4.74
task_1486,120522.25,0.0,0.0,838.6,0.0,1.0,0.0
task_1487,120522.25,0.0,0.0,838.6,0.0,1.0,0.68
task_1488,120522.25,0.0,0.0,838.6,0.0,1.0,4.74
task_1489,120522.25,0.0,0.0,838.6,0.0,7975.71,0.0
task_1490,120522.25,0.0,0.0,838.6,0.0,7975.71,0.68
task_1491,120522.25,0.0,0.0,838.6,0.0,7975.71,4.74
task_1492,120522.25,0.0,0.0,838.6,0.0,150370.0,0.0
task_1493,120522.25,0.0,0.0,838.6,0.0,150370.0,0.68
task_1494,120522.25,0.0,0.0,838.6,0.0,150370.0,4.74
task_1495,120522.25,0.0,0.0,838.6,0.47,1.0,0.0
task_1496,120522.25,0.0,0.0,838.6,0.47,1.0,0.68
task_1497,120522.25,0.0,0.0,838.6,0.47,1.0,4.74
task_1498,120522.25,0.0,0.0,838.6,0.47,7975.71,0.0
task_1499,120522.25,0.0,0.0,838.6,0.47,7975.71,0.68
task_1500,120522.25,0.0,0.0,838.6,0.47,7975.71,4.74
task_1501,120522.25,0.0,0.0,838.6,0.47,150370.0,0.0
task_1502,120522.25,0.0,0.0,838.6,0.47,150370.0,0.68
task_1503,120522.25,0.0,0.0,838.6,0.47,150370.0,4.74
task_1504,120522.25,0.0,0.0,838.6,1.0,1.0,0.0
task_1505,120522.25,0.0,0.0,838.6,1.0,1.0,0.68
task_1506,120522.25,0.0,0.0,838.6,1.0,1.0,4.74
task_1507,120522.25,0.0,0.0,838.6,1.0,7975.71,0.0
task_1508,120522.25,0.0,0.0,838.6,1.0,7975.71,0.68
task_1509,120522.25,0.0,0.0,838.6,1.0,7975.71,4.74
task_1510,120522.25,0.0,0.0,838.6,1.0,150370.0,0.0
task_1511,120522.25,0.0,0.0,838.6,1.0,150370.0,0.68
task_1512,120522.25,0.0,0.0,838.6,1.0,150370.0,4.74
task_1513,120522.25,0.0,0.0,24500.67,0.0,1.0,0.0
task_1514,120522.25,0.0,0.0,24500.67,0.0,1.0,0.68
task_1515,120522.25,0.0,0.0,24500.67,0.0,1.0,4.74
task_1516,120522.25,0.0,0.0,24500.67,0.0,7975.71,0.0
task_1517,120522.25,0.0,0.0,24500.67,0.0,7975.71,0.68
task_1518,120522.25,0.0,0.0,24500.67,0.0,7975.71,4.74
task_1519,120522.25,0.0,0.0,24500.67,0.0,150370.0,0.0
task_1520,120522.25,0.0,0.0,24500.67,0.0,150370.0,0.68
task_1521,120522.25,0.0,0.0,24500.67,0.0,150370.0,4.74
task_1522,120522.25,0.0,0.0,24500.67,0.47,1.0,0.0
task_1523,120522.25,0.0,0.0,24500.67,0.47,1.0,0.68
task_1524,120522.25,0.0,0.0,24500.67,0.47,1.0,4.74
task_1525,120522.25,0.0,0.0,24500.67,0.47,7975.71,0.0
task_1526,120522.25,0.0,0.0,24500.67,0.47,7975.71,0.68
task_1527,120522.25,0.0,0.0,24500.67,0.47,7975.71,4.74
task_1528,120522.25,0.0,0.0,24500.67,0.47,150370.0,0.0
task_1529,120522.25,0.0,0.0,24500.67,0.47,150370.0,0.68
task_1530,120522.25,0.0,0.0,24500.67,0.47,150370.0,4.74
task_1531,120522.25,0.0,0.0,24500.67,1.0,1.0,0.0
task_1532,120522.25,0.0,0.0,24500.67,1.0,1.0,0.68
task_1533,120522.25,0.0,0.0,24500.67,1.0,1.0,4.74
task_1534,120522.25,0.0,0.0,24500.67,1.0,7975.71,0.0
task_1535,120522.25,0.0,0.0,24500.67,1.0,7975.71,0.68
task_1536,120522.25,0.0,0.0,24500.67,1.0,7975.71,4.74
task_1537,120522.25,0.0,0.0,24500.67,1.0,150370.0,0.0
task_1538,120522.25,0.0,0.0,24500.67,1.0,150370.0,0.68
task_1539,120522.25,0.0,0.0,24500.67,1.0,150370.0,4.74
task_1540,120522.25,0.0,6.24,1.0,0.0,1.0,0.0
task_1541,120522.25,0.0,6.24,1.0,0.0,1.0,0.68
task_1542,120522.25,0.0,6.24,1.0,0.0,1.0,4.74
task_1543,120522.25,0.0,6.24,1.0,0.0,7975.71,0.0
task_1544,120522.25,0.0,6.24,1.0,0.0,7975.71,0.68
task_1545,120522.25,0.0,6.24,1.0,0.0,7975.71,4.74
task_1546,120522.25,0.0,6.24,1.0,0.0,150370.0,0.0
task_1547,120522.25,0.0,6.24,1.0,0.0,150370.0,0.68
task_1548,120522.25,0.0,6.24,1.0,0.0,150370.0,4.74
task_1549,120522.25,0.0,6.24,1.0,0.47,1.0,0.0
task_1550,120522.25,0.0,6.24,1.0,0.47,1.0,0.68
task_1551,120522.25,0.0,6.24,1.0,0.47,1.0,4.74
task_1552,120522.25,0.0,6.24,1.0,0.47,7975.71,0.0
task_1553,120522.25,0.0,6.24,1.0,0.47,7975.71,0.68
task_1554,120522.25,0.0,6.24,1.0,0.47,7975.71,4.74
task_1555,120522.25,0.0,6.24,1.0,0.47,150370.0,0.0
task_1556,120522.25,0.0,6.24,1.0,0.47,150370.0,0.68
task_1557,120522.25,0.0,6.24,1.0,0.47,150370.0,4.74
task_1558,120522.25,0.0,6.24,1.0,1.0,1.0,0.0
task_1559,120522.25,0.0,6.24,1.0,1.0,1.0,0.68
task_1560,120522.25,0.0,6.24,1.0,1.0,1.0,4.74
task_1561,120522.25,0.0,6.24,1.0,1.0,7975.71,0.0
task_1562,120522.25,0.0,6.24,1.0,1.0,7975.71,0.68
task_1563,120522.25,0.0,6.24,1.0,1.0,7975.71,4.74
task_1564,120522.25,0.0,6.24,1.0,1.0,150370.0,0.0
task_1565,120522.25,0.0,6.24,1.0,1.0,150370.0,0.68
task_1566,120522.25,0.0,6.24,1.0,1.0,150370.0,4.74
task_1567,120522.25,0.0,6.24,838.6,0.0,1.0,0.0
task_1568,120522.25,0.0,6.24,838.6,0.0,1.0,0.68
task_1569,120522.25,0.0,6.24,838.6,0.0,1.0,4.74
task_1570,120522.25,0.0,6.24,838.6,0.0,7975.71,0.0
task_1571,120522.25,0.0,6.24,838.6,0.0,7975.71,0.68
task_1572,120522.25,0.0,6.24,838.6,0.0,7975.71,4.74
task_1573,120522.25,0.0,6.24,838.6,0.0,150370.0,0.0
task_1574,120522.25,0.0,6.24,838.6,0.0,150370.0,0.68
task_1575,120522.25,0.0,6.24,838.6,0.0,150370.0,4.74
task_1576,120522.25,0.0,6.24,838.6,0.47,1.0,0.0
task_1577,120522.25,0.0,6.24,838.6,0.47,1.0,0.68
task_1578,120522.25,0.0,6.24,838.6,0.47,1.0,4.74
task_1579,120522.25,0.0,6.24,838.6,0.47,7975.71,0.0
task_1580,120522.25,0.0,6.24,838.6,0.47,7975.71,0.68
task_1581,120522.25,0.0,6.24,838.6,0.47,7975.71,4.74
task_1582,120522.25,0.0,6.24,838.6,0.47,150370.0,0.0
task_1583,120522.25,0.0,6.24,838.6,0.47,150370.0,0.68
task_1584,120522.25,0.0,6.24,838.6,0.47,150370.0,4.74
task_1585,120522.25,0.0,6.24,838.6,1.0,1.0,0.0
task_1586,120522.25,0.0,6.24,838.6,1.0,1.0,0.68
task_1587,120522.25,0.0,6.24,838.6,1.0,1.0,4.74
task_1588,120522.25,0.0,6.24,838.6,1.0,7975.71,0.0
task_1589,120522.25,0.0,6.24,838.6,1.0,7975.71,0.68
task_1590,120522.25,0.0,6.24,838.6,1.0,7975.71,4.74
task_1591,120522.25,0.0,6.24,838.6,1.0,150370.0,0.0
task_1592,120522.25,0.0,6.24,838.6,1.0,150370.0,0.68
task_1593,120522.25,0.0,6.24,838.6,1.0,150370.0,4.74
task_1594,120522.25,0.0,6.24,24500.67,0.0,1.0,0.0
task_1595,120522.25,0.0,6.24,24500.67,0.0,1.0,0.68
task_1596,120522.25,0.0,6.24,24500.67,0.0,1.0,4.74
task_1597,120522.25,0.0,6.24,24500.67,0.0,7975.71,0.0
task_1598,120522.25,0.0,6.24,24500.67,0.0,7975.71,0.68
task_1599,120522.25,0.0,6.24,24500.67,0.0,7975.71,4.74
task_1600,120522.25,0.0,6.24,24500.67,0.0,150370.0,0.0
task_1601,120522.25,0.0,6.24,24500.67,0.0,150370.0,0.68
task_1602,120522.25,0.0,6.24,24500.67,0.0,150370.0,4.74
task_1603,120522.25,0.0,6.24,24500.67,0.47,1.0,0.0
task_1604,120522.25,0.0,6.24,24500.67,0.47,1.0,0.68
task_1605,120522.25,0.0,6.24,24500.67,0.47,1.0,4.74
task_1606,120522.25,0.0,6.24,24500.67,0.47,7975.71,0.0
task_1607,120522.25,0.0,6.24,24500.67,0.47,7975.71,0.68
task_1608,120522.25,0.0,6.24,24500.67,0.47,7975.71,4.74
task_1609,120522.25,0.0,6.24,24500.67,0.47,150370.0,0.0
task_1610,120522.25,0.0,6.24,24500.67,0.47,150370.0,0.68
task_1611,120522.25,0.0,6.24,24500.67,0.47,150370.0,4.74
task_1612,120522.25,0.0,6.24,24500.67,1.0,1.0,0.0
task_1613,120522.25,0.0,6.24,24500.67,1.0,1.0,0.68
task_1614,120522.25,0.0,6.24,24500.67,1.0,1.0,4.74
task_1615,120522.25,0.0,6.24,24500.67,1.0,7975.71,0.0
task_1616,120522.25,0.0,6.24,24500.67,1.0,7975.71,0.68
task_1617,120522.25,0.0,6.24,24500.67,1.0,7975.71,4.74
task_1618,120522.25,0.0,6.24,24500.67,1.0,150370.0,0.0
task_1619,120522.25,0.0,6.24,24500.67,1.0,150370.0,0.68
task_1620,120522.25,0.0,6.24,24500.67,1.0,150370.0,4.74
task_1621,120522.25,0.0,13.36,1.0,0.0,1.0,0.0
task_1622,120522.25,0.0,13.36,1.0,0.0,1.0,0.68
task_1623,120522.25,0.0,13.36,1.0,0.0,1.0,4.74
task_1624,120522.25,0.0,13.36,1.0,0.0,7975.71,0.0
task_1625,120522.25,0.0,13.36,1.0,0.0,7975.71,0.68
task_1626,120522.25,0.0,13.36,1.0,0.0,7975.71,4.74
task_1627,120522.25,0.0,13.36,1.0,0.0,150370.0,0.0
task_1628,120522.25,0.0,13.36,1.0,0.0,150370.0,0.68
task_1629,120522.25,0.0,13.36,1.0,0.0,150370.0,4.74
task_1630,120522.25,0.0,13.36,1.0,0.47,1.0,0.0
task_1631,120522.25,0.0,13.36,1.0,0.47,1.0,0.68
task_1632,120522.25,0.0,13.36,1.0,0.47,1.0,4.74
task_1633,120522.25,0.0,13.36,1.0,0.47,7975.71,0.0
task_1634,120522.25,0.0,13.36,1.0,0.47,7975.71,0.68
task_1635,120522.25,0.0,13.36,1.0,0.47,7975.71,4.74
task_1636,120522.25,0.0,13.36,1.0,0.47,150370.0,0.0
